actual_relative_frobenius_error,actual_relative_squared_frobenius_error,bound_tolerance,bound_verification_passed,compression_factor,convergence_status,decomposition_iterations,decomposition_runtime_seconds,default_explicit_khatri_rao_peak_bytes_avoided,dense_tensor_shape,failure_exception,gap_above_max_bound,initializer,matrix_kernel_max_abs_difference,max_unfolding_tail_bound_squared,method,mode_tail_bounds_squared,mttkrp_implementation,mttkrp_max_explicit_bytes,mttkrp_rank_chunk_size,n_iter_max,output_mode_tail_bound_squared,parameter_count,parameter_ratio,rank,seed,seed_status,status
0.8905248521575758,0.7930345123102722,1e-05,True,6.285714285714286,exact_truncated_svd,1,0.008593417005613446,,8x6x3x3,,,deterministic_output_mode_svd,1.4901161193847656e-08,0.7930345123102722,matrix_svd_output_unfolding,"{0: 0.7930345123102722, 1: 0.7206624232784433, 2: 0.6373226805370785, 3: 0.5811909076537078}",,,,,0.7930345123102722,70,0.1590909090909091,1,,,completed
0.7845161669230944,0.6154656161637045,1e-05,True,3.3333333333333335,exact_truncated_svd,1,0.008593417005613446,,8x6x3x3,,,deterministic_output_mode_svd,1.4901161193847656e-08,0.6154656161637045,matrix_svd_output_unfolding,"{0: 0.6154656161637045, 1: 0.5217896429703646, 2: 0.28800394206409297, 3: 0.2533598181908212}",,,,,0.6154656161637045,132,0.3,2,,,completed
0.5863727153294953,0.3438329612828853,1e-05,True,1.71875,exact_truncated_svd,1,0.008593417005613446,,8x6x3x3,,,deterministic_output_mode_svd,1.955777406692505e-08,0.3438329612828853,matrix_svd_output_unfolding,"{0: 0.3438329612828853, 1: 0.23361065872615028, 2: 0.0, 3: 0.0}",,,,,0.3438329612828853,256,0.5818181818181818,4,,,completed
0.9700873787563811,0.9410695224224263,1e-05,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,,0.014035083004273474,576,8x6x3x3,,0.14803501011215403,random,,0.7930345123102722,cp,"{0: 0.7930345123102722, 1: 0.7206624232784433, 2: 0.6373226805370785, 3: 0.5811909076537078}",smallnet_hybrid_memory_bounded_mttkrp,536870912,64,10,0.7930345123102722,29,0.0659090909090909,1,0,"{'seed': 0, 'deterministic': True, 'torch_deterministic_algorithms': 'warn_only'}",completed
0.9617805963439465,0.9250219155037175,1e-05,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,,0.0036001669941470027,576,8x6x3x3,,0.13198740319344526,random,,0.7930345123102722,cp,"{0: 0.7930345123102722, 1: 0.7206624232784433, 2: 0.6373226805370785, 3: 0.5811909076537078}",smallnet_hybrid_memory_bounded_mttkrp,536870912,64,10,0.7930345123102722,29,0.0659090909090909,1,1,"{'seed': 1, 'deterministic': True, 'torch_deterministic_algorithms': 'warn_only'}",completed
0.9601905311927834,0.9219658561922797,1e-05,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,,0.0036110419896431267,576,8x6x3x3,,0.12893134388200744,random,,0.7930345123102722,cp,"{0: 0.7930345123102722, 1: 0.7206624232784433, 2: 0.6373226805370785, 3: 0.5811909076537078}",smallnet_hybrid_memory_bounded_mttkrp,536870912,64,10,0.7930345123102722,29,0.0659090909090909,1,2,"{'seed': 2, 'deterministic': True, 'torch_deterministic_algorithms': 'warn_only'}",completed
0.9332682192407203,0.8709895690447453,1e-05,True,8.8,completed_requested_budget_iteration_history_unavailable,,0.003796999983023852,1152,8x6x3x3,,0.2555239528810408,random,,0.6154656161637045,cp,"{0: 0.6154656161637045, 1: 0.5217896429703646, 2: 0.28800394206409297, 3: 0.2533598181908212}",smallnet_hybrid_memory_bounded_mttkrp,536870912,64,10,0.6154656161637045,50,0.11363636363636363,2,0,"{'seed': 0, 'deterministic': True, 'torch_deterministic_algorithms': 'warn_only'}",completed
0.9208025921039725,0.8478774136253948,1e-05,True,8.8,completed_requested_budget_iteration_history_unavailable,,0.0038699579890817404,1152,8x6x3x3,,0.23241179746169027,random,,0.6154656161637045,cp,"{0: 0.6154656161637045, 1: 0.5217896429703646, 2: 0.28800394206409297, 3: 0.2533598181908212}",smallnet_hybrid_memory_bounded_mttkrp,536870912,64,10,0.6154656161637045,50,0.11363636363636363,2,1,"{'seed': 1, 'deterministic': True, 'torch_deterministic_algorithms': 'warn_only'}",completed
0.9204987683029892,0.84731798244732,1e-05,True,8.8,completed_requested_budget_iteration_history_unavailable,,0.003490583971142769,1152,8x6x3x3,,0.2318523662836155,random,,0.6154656161637045,cp,"{0: 0.6154656161637045, 1: 0.5217896429703646, 2: 0.28800394206409297, 3: 0.2533598181908212}",smallnet_hybrid_memory_bounded_mttkrp,536870912,64,10,0.6154656161637045,50,0.11363636363636363,2,2,"{'seed': 2, 'deterministic': True, 'torch_deterministic_algorithms': 'warn_only'}",completed
0.8381025833073982,0.7024159401465343,1e-05,True,4.782608695652174,completed_requested_budget_iteration_history_unavailable,,0.0034262079861946404,2304,8x6x3x3,,0.358582978863649,random,,0.3438329612828853,cp,"{0: 0.3438329612828853, 1: 0.23361065872615028, 2: 0.0, 3: 0.0}",smallnet_hybrid_memory_bounded_mttkrp,536870912,64,10,0.3438329612828853,92,0.20909090909090908,4,0,"{'seed': 0, 'deterministic': True, 'torch_deterministic_algorithms': 'warn_only'}",completed
