absolute_squared_residual_reduction_10_to_25,absolute_squared_residual_reduction_25_to_50,absolute_squared_residual_reduction_50_to_100,actual_relative_frobenius_error,actual_relative_squared_frobenius_error,bound_tolerance,checkpoint_sha256,completed_requested_budget,compression_factor,convergence_status,decomposition_runtime_seconds,default_explicit_khatri_rao_peak_bytes_avoided,dense_tensor_shape,deterministic_settings,device,failure_exception,gap_above_max_bound,initialization_hash_sha256,initialization_identifier,initialization_matches_other_budgets,initialization_verification,initializer,iteration_budget,max_unfolding_tail_bound_squared,method,mttkrp_implementation,mttkrp_max_explicit_bytes,mttkrp_rank_chunk_size,numerical_precision,output_mode_svd_residual_squared,parameter_count,parameter_ratio,rank,relative_squared_residual_reduction_10_to_100,seed,status
,,,0.9835035890946395,0.9672793097620375,1e-05,synthetic,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,0.017009541974402964,576,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.17424479745176524,0482f85cafa099dff3333c1438acedef8d4bf87e9c2948adab9823ea99ae1bb0,sha256:0482f85cafa099dff3333c1438acedef8d4bf87e9c2948adab9823ea99ae1bb0,True,independent_zero_iteration_probe_then_reseed_before_fit,random,1,0.7930345123102722,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.7930345123102722,29,0.0659090909090909,1,,0,completed
,,,0.9727653979289257,0.9462725194078212,1e-05,synthetic,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,0.004017125000245869,576,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.15323800709754898,0482f85cafa099dff3333c1438acedef8d4bf87e9c2948adab9823ea99ae1bb0,sha256:0482f85cafa099dff3333c1438acedef8d4bf87e9c2948adab9823ea99ae1bb0,True,independent_zero_iteration_probe_then_reseed_before_fit,random,2,0.7930345123102722,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.7930345123102722,29,0.0659090909090909,1,,0,completed
,,,0.9719876592768023,0.9447600097863971,1e-05,synthetic,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,0.002184332988690585,576,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.15172549747612485,0482f85cafa099dff3333c1438acedef8d4bf87e9c2948adab9823ea99ae1bb0,sha256:0482f85cafa099dff3333c1438acedef8d4bf87e9c2948adab9823ea99ae1bb0,True,independent_zero_iteration_probe_then_reseed_before_fit,random,3,0.7930345123102722,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.7930345123102722,29,0.0659090909090909,1,,0,completed
,,,0.9716149221672412,0.9440355569780543,1e-05,synthetic,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,0.0028929580003023148,576,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.15100104466778208,0482f85cafa099dff3333c1438acedef8d4bf87e9c2948adab9823ea99ae1bb0,sha256:0482f85cafa099dff3333c1438acedef8d4bf87e9c2948adab9823ea99ae1bb0,True,independent_zero_iteration_probe_then_reseed_before_fit,random,4,0.7930345123102722,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.7930345123102722,29,0.0659090909090909,1,,0,completed
,,,0.9685762389625115,0.9381399306827644,1e-05,synthetic,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,0.0011463750270195305,576,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.14510541837249213,b7fd95d4c263be3b36e08f13ea8bd91a35b76a7528cbf13a95640f53956641d4,sha256:b7fd95d4c263be3b36e08f13ea8bd91a35b76a7528cbf13a95640f53956641d4,True,independent_zero_iteration_probe_then_reseed_before_fit,random,1,0.7930345123102722,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.7930345123102722,29,0.0659090909090909,1,,1,completed
,,,0.9638076434176505,0.9289251735102848,1e-05,synthetic,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,0.0017523749847896397,576,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.13589066120001259,b7fd95d4c263be3b36e08f13ea8bd91a35b76a7528cbf13a95640f53956641d4,sha256:b7fd95d4c263be3b36e08f13ea8bd91a35b76a7528cbf13a95640f53956641d4,True,independent_zero_iteration_probe_then_reseed_before_fit,random,2,0.7930345123102722,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.7930345123102722,29,0.0659090909090909,1,,1,completed
,,,0.9625884014400305,0.9265764305868734,1e-05,synthetic,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,0.002222792012616992,576,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.13354191827660122,b7fd95d4c263be3b36e08f13ea8bd91a35b76a7528cbf13a95640f53956641d4,sha256:b7fd95d4c263be3b36e08f13ea8bd91a35b76a7528cbf13a95640f53956641d4,True,independent_zero_iteration_probe_then_reseed_before_fit,random,3,0.7930345123102722,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.7930345123102722,29,0.0659090909090909,1,,1,completed
,,,0.9621735976604379,0.9257780320348302,1e-05,synthetic,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,0.006129708024673164,576,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.132743519724558,b7fd95d4c263be3b36e08f13ea8bd91a35b76a7528cbf13a95640f53956641d4,sha256:b7fd95d4c263be3b36e08f13ea8bd91a35b76a7528cbf13a95640f53956641d4,True,independent_zero_iteration_probe_then_reseed_before_fit,random,4,0.7930345123102722,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.7930345123102722,29,0.0659090909090909,1,,1,completed
,,,0.9736462822385601,0.9479870829169698,1e-05,synthetic,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,0.0019197500078007579,576,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.15495257060669754,bd1a54bbff0d843c1e5e4b818b25a646116f6419b1182678b34626770784c071,sha256:bd1a54bbff0d843c1e5e4b818b25a646116f6419b1182678b34626770784c071,True,independent_zero_iteration_probe_then_reseed_before_fit,random,1,0.7930345123102722,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.7930345123102722,29,0.0659090909090909,1,,2,completed
,,,0.9633186937975531,0.9279829058198238,1e-05,synthetic,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,0.002807583019603044,576,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.13494839350955157,bd1a54bbff0d843c1e5e4b818b25a646116f6419b1182678b34626770784c071,sha256:bd1a54bbff0d843c1e5e4b818b25a646116f6419b1182678b34626770784c071,True,independent_zero_iteration_probe_then_reseed_before_fit,random,2,0.7930345123102722,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.7930345123102722,29,0.0659090909090909,1,,2,completed
,,,0.9624377810919593,0.9262864824732142,1e-05,synthetic,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,0.02941729099256918,576,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.133251970162942,bd1a54bbff0d843c1e5e4b818b25a646116f6419b1182678b34626770784c071,sha256:bd1a54bbff0d843c1e5e4b818b25a646116f6419b1182678b34626770784c071,True,independent_zero_iteration_probe_then_reseed_before_fit,random,3,0.7930345123102722,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.7930345123102722,29,0.0659090909090909,1,,2,completed
,,,0.9622542588643649,0.9259332587026082,1e-05,synthetic,True,15.172413793103448,completed_requested_budget_iteration_history_unavailable,0.005209708004258573,576,8x6x3x3,"{""deterministic"": true, ""seed"": 2, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.132898746392336,bd1a54bbff0d843c1e5e4b818b25a646116f6419b1182678b34626770784c071,sha256:bd1a54bbff0d843c1e5e4b818b25a646116f6419b1182678b34626770784c071,True,independent_zero_iteration_probe_then_reseed_before_fit,random,4,0.7930345123102722,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.7930345123102722,29,0.0659090909090909,1,,2,completed
,,,0.9659534261642837,0.9330660215185184,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.012222792021930218,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.3176004053548138,4bdb01bfa00d3d1df7f67db5cc34c131ff8bc3c7d9c8e71a36264d47439f4ef5,sha256:4bdb01bfa00d3d1df7f67db5cc34c131ff8bc3c7d9c8e71a36264d47439f4ef5,True,independent_zero_iteration_probe_then_reseed_before_fit,random,1,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,0,completed
,,,0.9367061859879847,0.8774184788681569,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.007791750016622245,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.2619528627044524,4bdb01bfa00d3d1df7f67db5cc34c131ff8bc3c7d9c8e71a36264d47439f4ef5,sha256:4bdb01bfa00d3d1df7f67db5cc34c131ff8bc3c7d9c8e71a36264d47439f4ef5,True,independent_zero_iteration_probe_then_reseed_before_fit,random,2,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,0,completed
,,,0.9346218631796142,0.8735180271333334,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.01905200001783669,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.25805241096962883,4bdb01bfa00d3d1df7f67db5cc34c131ff8bc3c7d9c8e71a36264d47439f4ef5,sha256:4bdb01bfa00d3d1df7f67db5cc34c131ff8bc3c7d9c8e71a36264d47439f4ef5,True,independent_zero_iteration_probe_then_reseed_before_fit,random,3,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,0,completed
,,,0.934131222623699,0.8726011410804466,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.007592707988806069,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 0, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.2571355249167421,4bdb01bfa00d3d1df7f67db5cc34c131ff8bc3c7d9c8e71a36264d47439f4ef5,sha256:4bdb01bfa00d3d1df7f67db5cc34c131ff8bc3c7d9c8e71a36264d47439f4ef5,True,independent_zero_iteration_probe_then_reseed_before_fit,random,4,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,0,completed
,,,0.9471221510242084,0.8970403689607234,1e-05,synthetic,True,8.8,completed_requested_budget_iteration_history_unavailable,0.001749417046085,1152,8x6x3x3,"{""deterministic"": true, ""seed"": 1, ""torch_deterministic_algorithms"": ""warn_only""}",cpu,,0.2815747527970188,04f0b6d3d6e5445adb281d93fe0af901a98582a6c1c5d6887f23c89cae2cd9e3,sha256:04f0b6d3d6e5445adb281d93fe0af901a98582a6c1c5d6887f23c89cae2cd9e3,True,independent_zero_iteration_probe_then_reseed_before_fit,random,1,0.6154656161637045,cp,smallnet_hybrid_memory_bounded_mttkrp,536870912,64,torch.float32,0.6154656161637045,50,0.11363636363636363,2,,1,completed
